post_id,account_id,account_type,follower_count,media_type,content_category,traffic_source,has_call_to_action,post_date,post_hour,day_of_week,likes,comments,shares,saves,reach,impressions,engagement_rate,followers_gained,caption_length,hashtags_count,performance_bucket_label
IG0013255,2,brand,22291,image,Music,Hashtags,0,24-09-2025,17,Wednesday,301,5,18,50,6853,8593,4.35,63,109,10,medium
IG0013256,2,creator,22291,carousel,Lifestyle,Home Feed,1,15-02-2025,12,Saturday,221,5,8,37,2870,3831,7.07,150,124,7,viral
IG0013257,14,creator,3083,carousel,Food,Hashtags,1,14-06-2025,3,Saturday,426,12,27,65,11946,16187,3.27,579,132,9,medium
IG0013258,16,creator,9696,reel,Technology,Home Feed,0,13-06-2025,10,Friday,518,23,22,83,6962,9288,6.96,31,119,11,viral
IG0013259,7,creator,3551,image,Lifestyle,Explore,0,30-11-2024,16,Saturday,117,2,5,0,9718,13216,0.94,321,129,11,low
IG0013260,12,creator,13798,image,Fitness,Profile,0,01-12-2024,11,Sunday,326,15,10,35,4424,5498,7.02,946,129,6,viral
IG0013261,14,creator,3083,carousel,Food,Reels Feed,1,20-07-2025,23,Sunday,126,3,0,19,4322,6517,2.27,734,112,10,low
IG0013262,4,creator,4972,image,Music,Hashtags,1,03-11-2025,4,Monday,126,4,14,19,5294,6793,2.4,738,115,8,low
IG0013263,4,creator,4972,image,Food,External,0,06-05-2025,23,Tuesday,178,6,6,32,2620,3494,6.35,676,123,5,viral
IG0013264,18,creator,7486,image,Photography,Home Feed,1,04-07-2025,16,Friday,182,7,10,26,3066,3419,6.58,214,138,5,viral
IG0013265,3,creator,10018,image,Comedy,Reels Feed,0,14-06-2025,23,Saturday,0,10,20,52,5087,6356,1.29,33,104,5,viral
IG0013266,1,creator,9461,image,Comedy,Reels Feed,0,26-05-2025,4,Monday,39,1,1,5,949,1412,3.26,427,100,6,medium
IG0013267,17,brand,15923,carousel,Lifestyle,Reels Feed,1,23-04-2025,22,Wednesday,97,3,2,10,2584,3119,3.59,392,119,5,medium
IG0013268,7,brand,3551,carousel,Lifestyle,Profile,0,28-05-2025,2,Wednesday,38,1,3,4,1987,2952,1.56,691,131,11,low
IG0013269,16,creator,9696,image,Fitness,External,0,11-08-2025,12,Monday,51,1,5,4,2156,2667,2.29,132,134,9,low
IG0013270,5,creator,10739,image,Fitness,External,0,21-10-2025,18,Tuesday,155,4,7,24,5334,7577,2.51,65,125,5,medium
IG0013271,19,brand,3447,carousel,Travel,Explore,1,10-11-2025,12,Monday,607,13,29,91,8115,12903,5.74,513,133,11,high
IG0013272,7,brand,3551,image,Photography,Home Feed,0,23-02-2025,8,Sunday,29,1,3,2,1462,2109,1.66,268,114,7,low
IG0013273,14,brand,3083,carousel,Fitness,External,1,05-12-2024,22,Thursday,112,0,8,12,6882,10850,1.22,435,127,13,low
IG0013274,2,creator,22291,carousel,Beauty,External,0,04-06-2025,15,Wednesday,326,10,15,51,4517,6822,5.89,344,115,10,viral
IG0013275,3,creator,10018,image,Photography,Explore,1,25-11-2024,21,Monday,671,20,26,97,15084,18817,4.33,745,117,8,high
IG0013276,17,brand,15923,image,Travel,Profile,0,14-02-2025,19,Friday,152,7,7,25,4417,6506,2.94,241,123,7,medium
IG0013277,16,creator,9696,carousel,Comedy,Reels Feed,0,18-06-2025,20,Wednesday,241,9,10,36,12357,16073,1.84,558,118,7,low
IG0013278,8,creator,15986,image,Fashion,External,0,27-10-2025,14,Monday,243,11,13,29,7579,11699,2.53,641,130,7,low
IG0013279,18,brand,7486,image,Travel,Profile,0,16-04-2025,7,Wednesday,132,5,5,17,11164,16233,0.98,753,125,6,low
IG0013280,15,brand,8167,reel,Travel,External,0,01-04-2025,15,Tuesday,53,2,1,9,1905,2850,2.28,966,119,8,low
IG0013281,7,brand,3551,carousel,Lifestyle,Reels Feed,1,28-03-2025,16,Friday,47,1,4,6,4092,4593,1.26,755,133,8,low
IG0013282,9,creator,6916,carousel,Technology,Profile,0,19-04-2025,17,Saturday,346,9,10,69,6424,7921,5.48,209,130,7,high
IG0013283,6,creator,10034,image,Food,Home Feed,1,18-12-2024,18,Wednesday,430,8,26,68,6569,7913,6.72,385,115,13,viral
IG0013284,18,creator,7486,carousel,Comedy,Hashtags,0,20-10-2025,10,Monday,392,15,17,75,5361,6141,8.13,24,130,9,viral
IG0013285,18,brand,7486,image,Music,Home Feed,1,23-08-2025,4,Saturday,619,19,38,86,8541,10030,7.6,815,126,9,viral
IG0013286,14,creator,3083,reel,Music,External,0,13-06-2025,12,Friday,300,9,12,45,14362,16747,2.19,509,105,7,low
IG0013287,14,creator,3083,carousel,Fitness,Hashtags,0,19-06-2025,14,Thursday,170,3,0,28,3716,5498,3.66,807,112,13,medium
IG0013288,14,brand,3083,reel,Comedy,Home Feed,1,01-05-2025,23,Thursday,159,2,13,32,2565,2992,6.89,767,114,7,viral
IG0013289,4,creator,4972,carousel,Beauty,Hashtags,0,15-06-2025,4,Sunday,101,2,9,12,7051,9319,1.33,486,129,4,low
IG0013290,4,brand,4972,reel,Fitness,Explore,1,31-10-2025,20,Friday,58,0,3,6,2588,3325,2.02,287,118,7,low
IG0013291,15,creator,8167,carousel,Fitness,Hashtags,0,08-10-2025,14,Wednesday,156,3,12,22,4250,5847,3.3,944,117,9,medium
IG0013292,15,creator,8167,carousel,Travel,Explore,0,17-02-2025,5,Monday,112,4,5,10,7232,11100,1.18,755,118,8,low
IG0013293,18,creator,7486,carousel,Comedy,External,0,10-06-2025,8,Tuesday,61,3,0,9,1235,1439,5.07,910,113,12,high
IG0013294,14,creator,3083,image,Food,Hashtags,1,07-02-2025,14,Friday,399,11,29,71,6622,8493,6,176,154,10,viral
IG0013295,1,creator,9461,carousel,Fitness,Profile,0,13-04-2025,11,Sunday,408,13,15,61,9245,12582,3.95,309,132,9,medium
IG0013296,10,creator,4542,image,Technology,Home Feed,0,25-01-2025,12,Saturday,118,2,8,19,1991,2812,5.23,16,132,9,high
IG0013297,20,creator,31095,reel,Photography,Profile,1,21-01-2025,20,Tuesday,429,25,17,67,6092,7879,6.83,430,142,3,viral
IG0013298,10,creator,4542,carousel,Beauty,Reels Feed,0,09-04-2025,5,Wednesday,925,37,46,138,14808,19291,5.94,16,127,8,viral
IG0013299,10,creator,4542,reel,Beauty,External,0,19-11-2024,6,Tuesday,500,22,28,86,6278,8002,7.95,335,132,6,viral
IG0013300,2,brand,22291,image,Fitness,Profile,0,14-04-2025,15,Monday,3103,112,150,452,43044,55648,6.86,887,128,5,viral
IG0013301,8,brand,15986,image,Technology,Profile,1,10-12-2024,18,Tuesday,142,4,7,22,4019,5328,3.28,918,135,10,medium
IG0013302,1,creator,9461,carousel,Photography,Reels Feed,1,11-05-2025,0,Sunday,91,1,3,12,5190,6458,1.66,837,114,11,low
IG0013303,1,creator,9461,carousel,Fashion,Home Feed,1,18-03-2025,17,Tuesday,176,4,11,16,2818,4377,4.73,365,110,8,high
IG0013304,4,brand,4972,image,Lifestyle,External,1,10-11-2025,3,Monday,236,8,18,34,5178,6969,4.25,798,118,11,medium
IG0013305,7,creator,3551,reel,Lifestyle,Reels Feed,0,15-03-2025,8,Saturday,76,0,1,9,4243,5193,1.66,122,116,7,low
IG0013306,9,brand,6916,image,Lifestyle,Hashtags,0,16-01-2025,0,Thursday,92,2,5,12,2328,2926,3.79,916,141,10,medium
IG0013307,16,creator,9696,carousel,Travel,Explore,0,15-10-2025,12,Wednesday,538,15,23,98,7666,8990,7.5,425,122,12,viral
IG0013308,5,creator,10739,carousel,Beauty,Reels Feed,0,01-10-2025,5,Wednesday,861,24,48,124,14314,16051,6.59,751,123,3,viral
IG0013309,2,brand,22291,image,Music,Profile,0,11-07-2025,19,Friday,416,0,24,67,10332,13163,3.85,367,126,6,medium
IG0013310,11,creator,9044,image,Music,Reels Feed,0,02-10-2025,5,Thursday,147,5,5,23,7989,9569,1.88,575,113,12,low
IG0013311,18,creator,7486,image,Travel,Explore,1,22-10-2025,1,Wednesday,190,8,7,20,3696,5055,4.45,729,118,11,high
IG0013312,19,creator,3447,carousel,Fitness,Profile,1,03-01-2025,17,Friday,176,0,12,26,4445,5866,3.65,459,88,6,medium
IG0013313,13,creator,5824,reel,Comedy,Reels Feed,1,15-08-2025,6,Friday,209,6,14,29,3409,4830,5.34,957,113,8,high
IG0013314,11,brand,9044,carousel,Comedy,Reels Feed,1,28-07-2025,4,Monday,389,8,19,59,5130,7477,6.35,27,114,8,viral
IG0013315,20,creator,31095,image,Lifestyle,Hashtags,1,29-11-2024,21,Friday,212,3,7,35,7659,12062,2.13,673,126,6,low
IG0013316,19,creator,3447,image,Comedy,Profile,0,21-03-2025,15,Friday,1670,51,76,262,23886,35948,5.73,177,102,7,viral
IG0013317,17,brand,15923,image,Fitness,Explore,0,14-06-2025,13,Saturday,160,2,8,21,5614,7503,2.55,936,91,8,medium
IG0013318,5,creator,10739,image,Fashion,Home Feed,0,07-09-2025,13,Sunday,87,5,3,11,2606,3523,3.01,413,117,4,medium
IG0013319,13,creator,5824,carousel,Travel,External,0,05-11-2025,3,Wednesday,463,17,19,80,6828,7985,7.25,10,126,10,viral
IG0013320,20,creator,31095,image,Fashion,Hashtags,1,16-12-2024,13,Monday,173,6,12,23,5942,9204,2.33,449,141,10,medium
IG0013321,1,brand,9461,carousel,Beauty,Reels Feed,0,31-08-2025,0,Sunday,95,2,4,25,5046,7389,1.71,300,117,10,low
IG0013322,10,creator,4542,carousel,Comedy,Hashtags,0,19-01-2025,23,Sunday,761,21,42,117,14297,22297,4.22,340,132,6,high
IG0013323,8,brand,15986,carousel,Photography,Reels Feed,1,12-11-2025,0,Wednesday,636,22,30,91,11291,13428,5.8,807,120,4,high
IG0013324,8,creator,15986,carousel,Lifestyle,Profile,1,03-02-2025,7,Monday,292,14,17,55,4360,6073,6.22,905,117,8,viral
IG0013325,19,creator,3447,image,Travel,Explore,1,29-09-2025,0,Monday,175,9,13,24,3920,5151,4.29,576,123,10,high
IG0013326,6,brand,10034,reel,Lifestyle,External,1,30-03-2025,19,Sunday,96,2,3,10,1937,2873,3.86,456,127,8,medium
IG0013327,12,creator,13798,reel,Comedy,Hashtags,0,03-11-2025,5,Monday,78,4,2,11,6184,7747,1.23,567,133,8,low
IG0013328,7,creator,3551,image,Food,Home Feed,1,01-10-2025,0,Wednesday,377,11,17,66,5128,6544,7.2,280,126,2,viral
IG0013329,16,brand,9696,image,Comedy,Explore,0,14-06-2025,8,Saturday,214,7,19,35,12757,16429,1.67,214,109,4,low
IG0013330,9,creator,6916,reel,Travel,Home Feed,0,31-03-2025,22,Monday,126,3,10,23,2642,3416,4.74,56,123,9,high
IG0013331,10,brand,4542,image,Music,Explore,1,18-08-2025,0,Monday,299,14,20,52,5888,7379,5.22,905,126,9,high
IG0013332,10,creator,4542,carousel,Travel,Profile,0,20-01-2025,17,Monday,128,5,4,20,2480,3398,4.62,747,115,6,high
IG0013333,10,creator,4542,reel,Technology,Explore,1,19-11-2024,4,Tuesday,465,21,18,66,4295,5673,10.05,763,128,6,medium
IG0013334,20,creator,31095,image,Photography,Reels Feed,0,05-01-2025,18,Sunday,61,5,2,8,1245,1891,4.02,432,132,6,medium
IG0013335,16,brand,9696,image,Comedy,Profile,0,06-03-2025,0,Thursday,259,12,10,27,3689,5614,5.49,706,126,6,high
IG0013336,1,creator,9461,image,Technology,Reels Feed,0,15-09-2025,4,Monday,243,10,17,38,3571,5254,5.86,325,131,6,viral
IG0013337,17,creator,15923,carousel,Music,Reels Feed,0,23-01-2025,23,Thursday,380,13,15,49,9719,15239,3,565,125,7,medium
IG0013338,14,creator,3083,carousel,Fitness,Home Feed,1,21-08-2025,11,Thursday,79,4,4,7,1748,2731,3.44,234,118,13,medium
IG0013339,19,brand,3447,carousel,Fitness,Profile,0,26-07-2025,0,Saturday,280,11,15,33,3745,5507,6.16,697,120,12,viral
IG0013340,17,brand,15923,reel,Photography,Explore,1,09-02-2025,5,Sunday,311,0,13,41,5817,8320,4.39,851,125,10,high
IG0013341,14,brand,3083,reel,Beauty,Home Feed,1,03-09-2025,16,Wednesday,420,17,22,58,7649,11671,4.43,806,115,2,high
IG0013342,8,brand,15986,image,Photography,External,1,11-03-2025,7,Tuesday,137,7,9,18,1913,2457,6.96,422,113,4,viral
IG0013343,9,creator,6916,reel,Photography,Explore,0,11-11-2025,4,Tuesday,1463,42,83,223,32527,36819,4.92,433,120,6,high
IG0013344,8,brand,15986,image,Photography,Profile,0,28-04-2025,2,Monday,161,2,11,23,4215,6038,3.26,921,117,12,medium
IG0013345,13,creator,5824,image,Photography,Home Feed,0,23-05-2025,14,Friday,67,0,3,10,2524,3888,2.06,838,120,8,low
IG0013346,17,brand,15923,reel,Photography,Profile,0,04-06-2025,23,Wednesday,258,5,10,51,6896,7937,4.08,934,125,9,medium
IG0013347,19,creator,3447,carousel,Fashion,Reels Feed,0,28-02-2025,7,Friday,228,4,18,29,3994,5346,5.22,798,113,10,high
IG0013348,7,creator,3551,image,Music,Profile,0,14-08-2025,2,Thursday,813,25,39,114,12898,19438,5.1,670,126,9,high
IG0013349,17,creator,15923,image,Travel,External,0,10-04-2025,15,Thursday,254,7,16,36,4019,6376,4.91,502,104,6,high
IG0013350,1,brand,9461,carousel,Comedy,External,0,24-05-2025,6,Saturday,141,3,4,15,2269,3523,4.63,359,120,5,high
IG0013351,5,brand,10739,image,Technology,Hashtags,1,29-07-2025,16,Tuesday,176,5,9,26,4506,5965,3.62,211,127,9,medium
IG0013352,6,creator,10034,image,Photography,Explore,0,26-07-2025,18,Saturday,19,2,1,0,1204,1633,1.35,468,122,18,low
IG0013353,2,creator,22291,carousel,Beauty,Profile,1,29-01-2025,22,Wednesday,211,8,12,38,5049,6295,4.27,619,123,7,high
IG0013354,16,brand,9696,reel,Lifestyle,Explore,1,31-03-2025,2,Monday,211,4,3,37,11692,16381,1.56,960,128,8,low
IG0013355,5,creator,10739,reel,Comedy,Explore,0,05-08-2025,6,Tuesday,526,20,21,75,10246,14834,4.33,942,146,9,medium
IG0013356,5,creator,10739,image,Lifestyle,Home Feed,1,21-06-2025,18,Saturday,320,4,12,54,10178,14292,2.73,156,118,7,medium
IG0013357,12,brand,13798,image,Technology,External,0,22-11-2024,2,Friday,237,7,12,31,4399,5573,5.15,865,116,5,high
IG0013358,3,brand,10018,carousel,Technology,Hashtags,1,19-11-2025,17,Wednesday,653,18,24,101,10256,14917,5.34,561,118,12,high
IG0013359,16,creator,9696,carousel,Comedy,Reels Feed,0,22-01-2025,20,Wednesday,99,5,1,15,5915,6837,1.76,726,120,9,low
IG0013360,6,creator,10034,reel,Beauty,Explore,0,10-09-2025,16,Wednesday,116,0,7,11,1818,2094,6.4,728,115,5,viral
IG0013361,15,creator,8167,reel,Fashion,Hashtags,1,15-08-2025,10,Friday,71,5,5,15,4084,5432,1.77,530,142,12,low
IG0013362,15,creator,8167,carousel,Fitness,Home Feed,0,12-08-2025,11,Tuesday,99,0,3,18,2069,2388,5.03,696,112,5,high
IG0013363,16,creator,9696,image,Technology,Reels Feed,1,01-04-2025,13,Tuesday,516,14,28,88,12755,17931,3.6,773,123,5,medium
IG0013364,20,brand,31095,carousel,Beauty,External,1,01-02-2025,3,Saturday,19,0,0,2,1623,1995,1.05,747,106,8,low
IG0013365,13,creator,5824,carousel,Technology,Explore,0,12-04-2025,11,Saturday,444,15,19,74,7140,10185,5.42,230,99,12,high
IG0013366,12,creator,13798,reel,Food,Home Feed,0,14-07-2025,11,Monday,328,6,18,44,5122,6998,5.66,350,129,9,high
IG0013367,10,creator,4542,image,Fitness,Reels Feed,0,03-07-2025,19,Thursday,38,3,1,8,2205,2586,1.93,259,123,7,low
IG0013368,14,creator,3083,carousel,Technology,Hashtags,0,20-05-2025,9,Tuesday,295,14,10,40,5184,7390,4.86,432,100,8,high
IG0013369,2,creator,22291,image,Beauty,Home Feed,0,18-03-2025,2,Tuesday,206,4,11,30,4603,5782,4.34,940,117,9,high
IG0013370,3,brand,10018,carousel,Technology,External,0,31-07-2025,4,Thursday,83,1,4,7,2963,3724,2.55,922,132,11,medium
IG0013371,9,creator,6916,image,Lifestyle,External,0,10-02-2025,19,Monday,82,1,5,16,5200,7633,1.36,176,122,6,low
IG0013372,11,brand,9044,image,Comedy,Reels Feed,0,25-10-2025,7,Saturday,97,5,3,17,6020,7165,1.7,568,105,5,low
IG0013373,11,creator,9044,carousel,Comedy,Hashtags,1,11-06-2025,10,Wednesday,372,0,17,62,5668,6798,6.63,641,144,11,viral
IG0013374,10,creator,4542,carousel,Technology,Hashtags,0,10-12-2024,14,Tuesday,149,4,10,22,6036,9243,2,31,131,11,low
IG0013375,14,creator,3083,reel,Beauty,Explore,0,11-06-2025,23,Wednesday,716,14,38,114,10698,13740,6.42,861,115,13,viral
IG0013376,9,creator,6916,image,Lifestyle,Profile,0,28-07-2025,9,Monday,1425,81,51,177,7129,11316,15.32,419,108,11,high
IG0013377,20,creator,31095,image,Fashion,External,1,18-06-2025,0,Wednesday,217,8,13,35,11199,15789,1.73,532,101,5,low
IG0013378,10,creator,4542,carousel,Fashion,Reels Feed,1,22-05-2025,23,Thursday,140,4,6,23,4855,6525,2.65,369,114,12,medium
IG0013379,9,creator,6916,image,Lifestyle,Explore,0,19-10-2025,10,Sunday,26,0,1,4,1398,1608,1.93,768,131,10,low
IG0013380,5,creator,10739,reel,Travel,Profile,0,18-09-2025,12,Thursday,113,2,7,23,8384,13113,1.11,484,126,9,low
IG0013381,8,creator,15986,reel,Beauty,Home Feed,0,12-02-2025,8,Wednesday,127,2,5,18,3594,5378,2.83,321,125,12,medium
IG0013382,11,creator,9044,reel,Fashion,Home Feed,1,08-01-2025,3,Wednesday,379,11,17,61,6614,10438,4.48,399,119,4,high
IG0013383,1,creator,9461,carousel,Travel,Hashtags,0,17-01-2025,23,Friday,161,7,6,31,8272,13075,1.57,571,119,5,low
IG0013384,10,creator,4542,reel,Beauty,Hashtags,1,24-12-2024,14,Tuesday,144,5,5,20,3991,5156,3.37,793,116,8,medium
IG0013385,1,creator,9461,reel,Lifestyle,Home Feed,1,20-01-2025,1,Monday,76,1,4,8,1580,2174,4.09,561,120,9,medium
IG0013386,7,creator,3551,carousel,Photography,External,1,01-04-2025,8,Tuesday,140,6,9,25,7267,9988,1.8,798,121,8,low
IG0013387,14,creator,3083,carousel,Travel,Profile,1,13-11-2025,21,Thursday,223,5,7,48,4497,7033,4.02,66,107,10,medium
IG0013388,5,brand,10739,image,Travel,Profile,0,22-11-2024,8,Friday,478,11,19,68,7511,11551,4.99,319,122,8,high
IG0013389,17,creator,15923,reel,Technology,External,0,26-11-2024,10,Tuesday,192,9,15,31,6317,9215,2.68,450,119,8,medium
IG0013390,6,creator,10034,reel,Music,Profile,1,18-07-2025,23,Friday,204,5,6,26,10285,12429,1.94,908,110,13,low
IG0013391,16,brand,9696,reel,Music,Reels Feed,1,20-01-2025,19,Monday,216,7,11,29,3028,4409,5.97,29,141,7,viral
IG0013392,11,creator,9044,image,Beauty,External,1,22-01-2025,10,Wednesday,184,4,16,28,2480,3088,7.51,457,109,5,viral
IG0013393,10,creator,4542,image,Technology,Hashtags,0,02-03-2025,6,Sunday,59,1,2,6,2756,3937,1.73,48,134,4,low
IG0013394,15,brand,8167,image,Comedy,Reels Feed,0,27-04-2025,14,Sunday,199,10,7,29,3140,4674,5.24,618,116,7,high
IG0013395,7,creator,3551,carousel,Fitness,Explore,1,15-01-2025,2,Wednesday,85,2,6,12,1706,2265,4.64,285,127,14,high
IG0013396,2,creator,22291,image,Photography,Profile,0,09-10-2025,16,Thursday,765,20,35,107,13617,15119,6.13,479,121,8,viral
IG0013397,12,brand,13798,reel,Fitness,Explore,1,26-02-2025,3,Wednesday,342,10,19,49,5854,6831,6.15,163,117,5,viral
IG0013398,19,creator,3447,carousel,Travel,Profile,0,03-10-2025,19,Friday,67,3,1,9,1899,2171,3.68,182,122,7,medium
IG0013399,12,creator,13798,carousel,Food,Home Feed,0,13-01-2025,4,Monday,150,6,8,17,2059,3116,5.81,948,111,7,viral
IG0013400,16,creator,9696,carousel,Fashion,Profile,0,16-09-2025,19,Tuesday,1296,39,77,197,19037,23462,6.86,84,138,7,viral
IG0013401,6,brand,10034,image,Fashion,Home Feed,0,12-07-2025,8,Saturday,58,2,3,8,2848,3521,2.02,865,135,6,low
IG0013402,3,creator,10018,carousel,Technology,Reels Feed,0,04-04-2025,20,Friday,32,2,1,7,911,1123,3.74,171,118,7,medium
IG0013403,2,brand,22291,carousel,Music,Reels Feed,0,08-01-2025,4,Wednesday,77,2,4,6,1903,2787,3.19,612,117,12,medium
IG0013404,20,creator,31095,carousel,Food,External,1,08-11-2025,13,Saturday,102,4,7,11,1806,2047,6.06,24,102,11,viral
IG0013405,5,creator,10739,image,Technology,Hashtags,1,14-07-2025,23,Monday,610,22,43,97,9940,15449,5,149,119,8,high
IG0013406,11,creator,9044,carousel,Travel,Explore,1,05-01-2025,22,Sunday,353,8,22,49,6636,9747,4.43,886,130,2,high
IG0013407,3,creator,10018,carousel,Food,Explore,1,15-10-2025,11,Wednesday,73,4,3,17,5430,6147,1.58,255,118,6,low
IG0013408,3,brand,10018,image,Fashion,Hashtags,1,20-02-2025,17,Thursday,2062,61,116,330,30845,34290,7.49,166,123,8,viral
IG0013409,5,creator,10739,reel,Beauty,Hashtags,1,09-12-2024,16,Monday,241,10,13,41,3100,4636,6.58,302,103,8,viral
IG0013410,11,creator,9044,carousel,Travel,Explore,0,23-07-2025,16,Wednesday,369,9,18,55,5102,5995,7.52,668,109,5,viral
IG0013411,3,creator,10018,carousel,Technology,Explore,0,03-03-2025,16,Monday,0,3,8,16,1462,2090,1.29,984,102,8,high
IG0013412,13,brand,5824,reel,Comedy,External,1,10-08-2025,5,Sunday,176,5,6,20,2949,3530,5.86,725,128,10,high
IG0013413,8,creator,15986,image,Lifestyle,Home Feed,0,26-07-2025,20,Saturday,172,6,11,0,5353,5922,3.19,637,112,7,medium
IG0013414,20,creator,31095,image,Travel,Hashtags,0,25-02-2025,21,Tuesday,215,3,22,21,4499,5652,4.62,291,113,10,high
IG0013415,10,brand,4542,carousel,Travel,Profile,0,30-12-2024,13,Monday,174,10,11,24,7757,9027,2.43,587,106,7,medium
IG0013416,2,creator,22291,carousel,Comedy,Explore,0,11-04-2025,9,Friday,272,7,12,43,3582,4933,6.77,980,127,9,viral
IG0013417,4,creator,4972,carousel,Photography,Explore,0,09-12-2024,9,Monday,189,3,10,28,5465,7178,3.2,415,128,6,medium
IG0013418,18,brand,7486,image,Beauty,Reels Feed,1,23-11-2024,11,Saturday,97,1,4,17,5347,7914,1.5,578,129,6,low
IG0013419,19,creator,3447,image,Comedy,Explore,1,01-11-2025,4,Saturday,328,7,17,53,4308,6768,5.98,4,123,11,viral
IG0013420,4,brand,4972,reel,Fitness,Reels Feed,0,10-03-2025,12,Monday,128,5,3,13,2402,2681,5.56,784,106,14,high
IG0013421,20,creator,31095,image,Fitness,Explore,1,02-02-2025,22,Sunday,114,3,3,21,2735,4076,3.46,9,110,7,low
IG0013422,9,creator,6916,carousel,Travel,External,1,11-10-2025,20,Saturday,134,5,7,13,1806,2350,6.77,855,121,13,viral
IG0013423,16,creator,9696,carousel,Photography,Hashtags,1,02-04-2025,0,Wednesday,189,3,15,25,4589,5682,4.08,719,94,8,medium
IG0013424,6,creator,10034,image,Fashion,External,0,03-12-2024,8,Tuesday,308,11,9,52,5494,6901,5.51,969,124,7,high
IG0013425,4,creator,4972,reel,Photography,Hashtags,0,30-12-2024,3,Monday,375,11,18,51,6409,7809,5.83,274,108,8,viral
IG0013426,9,creator,6916,reel,Fitness,External,1,01-03-2025,4,Saturday,411,0,16,57,10945,13296,3.64,697,134,3,medium
IG0013427,13,creator,5824,reel,Photography,Explore,1,22-01-2025,12,Wednesday,119,2,3,17,2911,3552,3.97,166,113,2,medium
IG0013428,9,creator,6916,image,Photography,Home Feed,0,28-11-2024,19,Thursday,124,3,5,0,2022,2700,4.89,890,103,11,high
IG0013429,6,creator,10034,image,Beauty,Profile,1,14-03-2025,15,Friday,365,9,16,54,14705,18544,2.39,780,126,7,low
IG0013430,19,creator,3447,image,Travel,External,0,12-08-2025,5,Tuesday,144,4,6,22,2460,2901,6.07,287,110,13,viral
IG0013431,14,creator,3083,carousel,Beauty,Home Feed,0,31-08-2025,0,Sunday,340,8,20,45,7549,10401,3.97,895,100,7,medium
IG0013432,15,creator,8167,carousel,Fashion,Explore,0,20-03-2025,3,Thursday,1770,48,90,257,23501,28268,7.66,85,112,11,viral
IG0013433,3,brand,10018,carousel,Fashion,Profile,1,14-02-2025,9,Friday,17,0,2,3,1074,1473,1.49,308,116,6,low
IG0013434,5,creator,10739,reel,Fitness,Explore,1,20-07-2025,2,Sunday,754,0,47,111,24096,33346,2.73,121,105,9,medium
IG0013435,18,brand,7486,carousel,Technology,External,0,26-07-2025,2,Saturday,60,0,3,8,3787,5221,1.36,182,127,7,low
IG0013436,14,creator,3083,reel,Comedy,Explore,0,25-11-2024,11,Monday,240,11,13,43,4223,6253,4.91,652,100,5,high
IG0013437,16,creator,9696,carousel,Music,Home Feed,0,07-03-2025,7,Friday,456,13,14,59,8226,9865,5.49,424,137,9,high
IG0013438,14,creator,3083,carousel,Travel,Explore,0,16-09-2025,23,Tuesday,238,4,10,42,2997,4712,6.24,69,107,9,viral
